Salary_ID,Job_Role,Location,Company_Type,Experience,Minimum_Salary_LPA,Maximum_Salary_LPA,Average_Salary_LPA,Required_Skills,Education,Employment_Type
SAL0508,BI Developer,Pune,MNC,2-4 Years,8,15,11.5,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0509,BI Developer,Mumbai,Product Company,4-6 Years,12,22,17.0,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0510,BI Developer,Delhi,Consulting,6+ Years,18,35,26.5,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0511,Python Developer,Noida,Startup,Fresher,3,6,4.5,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0512,Python Developer,Remote,Mid-size,0-2 Years,5,9,7.0,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0513,Python Developer,Bengaluru,MNC,2-4 Years,8,15,11.5,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0514,Python Developer,Hyderabad,Product Company,4-6 Years,12,22,17.0,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0515,Python Developer,Chennai,Consulting,6+ Years,18,35,26.5,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0516,Backend Developer,Pune,Startup,Fresher,3,6,4.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0517,Backend Developer,Mumbai,Mid-size,0-2 Years,5,9,7.0,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0518,Backend Developer,Delhi,MNC,2-4 Years,8,15,11.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0519,Backend Developer,Noida,Product Company,4-6 Years,12,22,17.0,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0520,Backend Developer,Remote,Consulting,6+ Years,18,35,26.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0521,Full Stack Developer,Bengaluru,Startup,Fresher,3,6,4.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0522,Full Stack Developer,Hyderabad,Mid-size,0-2 Years,5,9,7.0,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0523,Full Stack Developer,Chennai,MNC,2-4 Years,8,15,11.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0524,Full Stack Developer,Pune,Product Company,4-6 Years,12,22,17.0,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0525,Full Stack Developer,Mumbai,Consulting,6+ Years,18,35,26.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0526,Cloud Engineer,Delhi,Startup,Fresher,3,6,4.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0527,Cloud Engineer,Noida,Mid-size,0-2 Years,5,9,7.0,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0528,Cloud Engineer,Remote,MNC,2-4 Years,8,15,11.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0529,Cloud Engineer,Bengaluru,Product Company,4-6 Years,12,22,17.0,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0530,Cloud Engineer,Hyderabad,Consulting,6+ Years,18,35,26.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0531,DevOps Engineer,Chennai,Startup,Fresher,3,6,4.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0532,DevOps Engineer,Pune,Mid-size,0-2 Years,5,9,7.0,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0533,DevOps Engineer,Mumbai,MNC,2-4 Years,8,15,11.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0534,DevOps Engineer,Delhi,Product Company,4-6 Years,12,22,17.0,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0535,DevOps Engineer,Noida,Consulting,6+ Years,18,35,26.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0536,NLP Engineer,Remote,Startup,Fresher,3,6,4.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0537,NLP Engineer,Bengaluru,Mid-size,0-2 Years,5,9,7.0,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0538,NLP Engineer,Hyderabad,MNC,2-4 Years,8,15,11.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0539,NLP Engineer,Chennai,Product Company,4-6 Years,12,22,17.0,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0540,NLP Engineer,Pune,Consulting,6+ Years,18,35,26.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0541,Data Analyst,Mumbai,Startup,Fresher,3,6,4.5,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0542,Data Analyst,Delhi,Mid-size,0-2 Years,5,9,7.0,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0543,Data Analyst,Noida,MNC,2-4 Years,8,15,11.5,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0544,Data Analyst,Remote,Product Company,4-6 Years,12,22,17.0,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0545,Data Analyst,Bengaluru,Consulting,6+ Years,18,35,26.5,SQL;Excel;Power BI;Python,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0546,Data Scientist,Hyderabad,Startup,Fresher,3,6,4.5,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0547,Data Scientist,Chennai,Mid-size,0-2 Years,5,9,7.0,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0548,Data Scientist,Pune,MNC,2-4 Years,8,15,11.5,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0549,Data Scientist,Mumbai,Product Company,4-6 Years,12,22,17.0,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0550,Data Scientist,Delhi,Consulting,6+ Years,18,35,26.5,Python;Machine Learning;Statistics;Scikit-learn,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0551,Machine Learning Engineer,Noida,Startup,Fresher,3,6,4.5,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0552,Machine Learning Engineer,Remote,Mid-size,0-2 Years,5,9,7.0,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0553,Machine Learning Engineer,Bengaluru,MNC,2-4 Years,8,15,11.5,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0554,Machine Learning Engineer,Hyderabad,Product Company,4-6 Years,12,22,17.0,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0555,Machine Learning Engineer,Chennai,Consulting,6+ Years,18,35,26.5,Python;TensorFlow;PyTorch;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0556,AI Engineer,Pune,Startup,Fresher,3,6,4.5,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0557,AI Engineer,Mumbai,Mid-size,0-2 Years,5,9,7.0,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0558,AI Engineer,Delhi,MNC,2-4 Years,8,15,11.5,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0559,AI Engineer,Noida,Product Company,4-6 Years,12,22,17.0,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0560,AI Engineer,Remote,Consulting,6+ Years,18,35,26.5,LLMs;Prompt Engineering;Python;Transformers,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0561,Data Engineer,Bengaluru,Startup,Fresher,3,6,4.5,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0562,Data Engineer,Hyderabad,Mid-size,0-2 Years,5,9,7.0,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0563,Data Engineer,Chennai,MNC,2-4 Years,8,15,11.5,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0564,Data Engineer,Pune,Product Company,4-6 Years,12,22,17.0,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0565,Data Engineer,Mumbai,Consulting,6+ Years,18,35,26.5,SQL;Spark;ETL;Airflow,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0566,BI Developer,Delhi,Startup,Fresher,3,6,4.5,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0567,BI Developer,Noida,Mid-size,0-2 Years,5,9,7.0,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0568,BI Developer,Remote,MNC,2-4 Years,8,15,11.5,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0569,BI Developer,Bengaluru,Product Company,4-6 Years,12,22,17.0,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0570,BI Developer,Hyderabad,Consulting,6+ Years,18,35,26.5,Power BI;SQL;DAX;Excel,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0571,Python Developer,Chennai,Startup,Fresher,3,6,4.5,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0572,Python Developer,Pune,Mid-size,0-2 Years,5,9,7.0,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0573,Python Developer,Mumbai,MNC,2-4 Years,8,15,11.5,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0574,Python Developer,Delhi,Product Company,4-6 Years,12,22,17.0,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0575,Python Developer,Noida,Consulting,6+ Years,18,35,26.5,Python;Flask;FastAPI;Git,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0576,Backend Developer,Remote,Startup,Fresher,3,6,4.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0577,Backend Developer,Bengaluru,Mid-size,0-2 Years,5,9,7.0,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0578,Backend Developer,Hyderabad,MNC,2-4 Years,8,15,11.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0579,Backend Developer,Chennai,Product Company,4-6 Years,12,22,17.0,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0580,Backend Developer,Pune,Consulting,6+ Years,18,35,26.5,Python;FastAPI;PostgreSQL;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0581,Full Stack Developer,Mumbai,Startup,Fresher,3,6,4.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0582,Full Stack Developer,Delhi,Mid-size,0-2 Years,5,9,7.0,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0583,Full Stack Developer,Noida,MNC,2-4 Years,8,15,11.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0584,Full Stack Developer,Remote,Product Company,4-6 Years,12,22,17.0,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0585,Full Stack Developer,Bengaluru,Consulting,6+ Years,18,35,26.5,React;Node.js;JavaScript;SQL,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0586,Cloud Engineer,Hyderabad,Startup,Fresher,3,6,4.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0587,Cloud Engineer,Chennai,Mid-size,0-2 Years,5,9,7.0,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0588,Cloud Engineer,Pune,MNC,2-4 Years,8,15,11.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0589,Cloud Engineer,Mumbai,Product Company,4-6 Years,12,22,17.0,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0590,Cloud Engineer,Delhi,Consulting,6+ Years,18,35,26.5,AWS;Linux;Terraform;Docker,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0591,DevOps Engineer,Noida,Startup,Fresher,3,6,4.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0592,DevOps Engineer,Remote,Mid-size,0-2 Years,5,9,7.0,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0593,DevOps Engineer,Bengaluru,MNC,2-4 Years,8,15,11.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0594,DevOps Engineer,Hyderabad,Product Company,4-6 Years,12,22,17.0,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0595,DevOps Engineer,Chennai,Consulting,6+ Years,18,35,26.5,Docker;Kubernetes;CI/CD;AWS,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0596,NLP Engineer,Pune,Startup,Fresher,3,6,4.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0597,NLP Engineer,Mumbai,Mid-size,0-2 Years,5,9,7.0,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0598,NLP Engineer,Delhi,MNC,2-4 Years,8,15,11.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0599,NLP Engineer,Noida,Product Company,4-6 Years,12,22,17.0,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
SAL0600,NLP Engineer,Remote,Consulting,6+ Years,18,35,26.5,Python;spaCy;Transformers;NLP,B.E/B.Tech/M.Tech/MCA,Full Time
